x,y,Cell type,CD4 intensity
855.75,721.75,Epithelium,0.803521
868.0,722.0,Epithelium,0.87974
624.75,723.0,Epithelium,0.546393
843.0,725.75,Epithelium,1.20234
502.25,723.5,Epithelium,0.657489
541.5,725.75,Epithelium,0.578283
678.0,722.75,Epithelium,2.676384
744.75,725.75,Epithelium,1.563314
508.5,728.0,Epithelium,0.91149
518.0,728.0,Epithelium,0.865612
753.75,725.5,Epithelium,0.949567
775.25,725.5,Epithelium,0.614422
590.75,733.5,Epithelium,0.932905
551.5,726.0,Epithelium,0.690306
716.0,727.0,Epithelium,0.477704
707.0,729.75,Epithelium,0.741865
489.75,729.0,Epithelium,0.807277
532.25,732.75,Epithelium,0.735253
652.0,729.5,Epithelium,2.898377
642.5,729.75,Epithelium,2.766507
679.5,731.25,Epithelium,3.211834
500.0,732.0,Epithelium,0.690439
617.75,733.5,Epithelium,1.109066
713.75,733.5,Epithelium,0.582077
856.0,733.25,Epithelium,1.179536
752.5,733.5,Epithelium,1.066295
555.25,735.25,Epithelium,0.571158
691.75,735.0,Epithelium,1.034191
543.5,734.75,Epithelium,0.580043
639.5,737.75,Epithelium,1.261882
746.0,736.75,Epithelium,1.170525
511.5,738.5,Epithelium,0.736666
664.75,738.5,Epithelium,1.086906
651.75,739.5,Epithelium,1.926686
772.75,737.25,Epithelium,0.482459
818.75,738.5,Epithelium,0.737263
524.75,741.0,Epithelium,0.911832
862.75,740.75,Epithelium,1.060228
872.5,741.25,Epithelium,0.791535
483.0,739.0,Epithelium,0.656418
552.5,740.25,Epithelium,0.504923
707.5,744.0,Epithelium,1.870852
679.5,741.25,Epithelium,0.713114
760.5,745.0,Epithelium,0.523054
795.75,746.0,Epithelium,1.167173
598.0,746.25,Epithelium,0.664318
822.25,747.5,Epithelium,1.080547
618.25,748.75,Epithelium,0.986655
773.25,746.75,Epithelium,0.558087
519.75,746.5,Epithelium,0.729727
725.25,745.75,Epithelium,0.634909
534.75,749.25,Epithelium,0.714929
545.0,749.75,Epithelium,0.340787
635.0,748.25,Epithelium,1.475756
511.75,748.5,Epithelium,0.688997
859.75,749.5,Epithelium,0.699738
663.0,751.25,Epithelium,0.804852
506.75,750.5,Epithelium,1.012071
560.25,752.0,Epithelium,0.833864
717.75,749.75,Epithelium,0.540291
527.5,753.75,Epithelium,0.921447
638.75,751.5,Epithelium,1.469254
605.5,752.0,Epithelium,1.095469
679.5,757.25,Epithelium,0.428435
723.0,759.25,Epithelium,0.503485
698.5,756.75,Epithelium,1.332581
626.75,755.75,Epithelium,0.851179
640.0,757.0,Epithelium,1.366647
519.5,754.75,Epithelium,0.817154
758.25,758.0,Epithelium,0.495297
649.75,758.25,Epithelium,1.105469
669.75,760.0,Epithelium,0.531498
568.25,759.75,Epithelium,0.84845
607.0,759.5,Epithelium,0.800848
788.0,758.5,Epithelium,2.009665
800.25,761.5,Epithelium,1.839049
710.25,758.25,Epithelium,0.630934
632.25,762.25,Epithelium,1.278471
683.25,761.25,Epithelium,0.543721
505.0,759.75,Epithelium,1.047129
560.5,762.75,Epithelium,0.74046
519.75,761.0,Epithelium,0.746005
862.0,760.5,Epithelium,1.659085
642.0,762.75,Epithelium,1.406264
778.75,762.25,Epithelium,0.71234
658.5,761.25,Epithelium,1.908231
526.0,764.5,Epithelium,0.660349
614.25,762.75,Epithelium,0.93723
663.25,767.75,Epithelium,0.612498
713.5,765.5,Epithelium,0.703786
577.25,767.25,Epithelium,0.63753
689.25,769.0,Epithelium,0.561327
656.25,770.5,Epithelium,1.174659
510.25,769.25,Epithelium,0.661666
642.25,770.0,Epithelium,1.364129
606.25,769.0,Epithelium,0.825402
620.25,769.5,Epithelium,1.055511
682.0,773.75,Epithelium,0.319503
517.0,772.25,Epithelium,0.661566
611.5,771.25,Epithelium,0.581158
712.75,771.5,Epithelium,0.565658
700.25,772.0,Epithelium,0.489884
496.75,770.75,Epithelium,0.658852
650.75,777.75,Epithelium,0.767111
783.5,772.25,Epithelium,1.362226
632.75,775.0,Epithelium,1.158243
490.0,774.25,Epithelium,0.540086
505.0,774.5,Epithelium,0.833603
580.75,778.5,Epithelium,0.311449
669.75,774.0,Epithelium,0.432045
560.25,772.75,Epithelium,0.507555
771.75,774.5,Epithelium,0.772922
793.5,775.5,Epithelium,1.863488
616.0,779.25,Epithelium,1.035686
521.5,776.0,Epithelium,0.477337
818.0,778.0,Epithelium,0.745001
623.0,778.25,Epithelium,0.679297
480.75,778.0,Epithelium,0.72794
531.0,778.5,Epithelium,0.629907
608.0,779.75,Epithelium,0.574118
496.0,780.75,Epithelium,0.911705
662.25,778.75,Epithelium,0.488835
564.75,779.5,Epithelium,1.365631
720.5,781.75,Epithelium,0.415005
627.75,784.75,Epithelium,1.063229
676.25,785.5,Epithelium,0.622285
691.25,780.75,Epithelium,0.475081
830.0,784.0,Epithelium,0.819361
668.0,783.75,Epithelium,0.565214
821.25,786.25,Epithelium,0.915415
502.5,784.25,Epithelium,0.876805
512.0,787.75,Epithelium,0.916993
478.25,785.0,Epithelium,0.555247
711.25,784.0,Epithelium,0.389034
729.0,784.5,Epithelium,0.523453
738.75,788.75,Epithelium,0.491954
870.25,786.0,Epithelium,1.049801
692.5,791.25,Epithelium,0.844048
529.0,788.0,Epithelium,0.541039
564.75,788.75,Epithelium,1.593213
577.25,789.0,Epithelium,1.685031
684.0,787.75,Epithelium,0.612952
771.25,790.5,Epithelium,0.412946
487.5,788.5,Epithelium,0.555118
657.25,789.5,Epithelium,0.504229
808.5,797.75,Epithelium,0.820243
719.75,790.75,Epithelium,0.366244
840.75,790.25,Epithelium,0.640133
859.0,790.0,Epithelium,0.905504
502.25,793.0,Epithelium,0.741587
865.0,791.75,Epithelium,1.185939
705.5,791.25,Epithelium,0.844523
850.75,791.5,Epithelium,0.857461
727.5,793.0,Epithelium,0.517689
829.25,794.25,Epithelium,1.057167
713.25,792.5,Epithelium,0.479589
519.75,795.25,Epithelium,0.618483
635.25,796.75,Epithelium,1.000393
481.75,797.75,Epithelium,0.482931
836.5,795.0,Epithelium,0.71304
489.25,797.25,Epithelium,0.344313
821.75,796.0,Epithelium,0.606036
560.0,798.25,Epithelium,1.23705
572.0,799.25,Epithelium,1.334833
765.5,797.25,Epithelium,0.507075
855.5,796.25,Epithelium,0.506117
782.25,797.0,Epithelium,0.494434
530.0,796.75,Epithelium,0.767063
755.75,798.5,Epithelium,0.516949
708.5,799.25,Epithelium,0.669179
839.0,798.5,Epithelium,1.33518
664.5,799.75,Epithelium,0.895975
717.0,799.25,Epithelium,0.629956
648.0,798.25,Epithelium,1.118724
703.5,802.75,Epithelium,0.818299
862.0,800.0,Epithelium,0.753404
848.75,800.0,Epithelium,1.020465
511.25,801.75,Epithelium,1.063993
819.0,801.0,Epithelium,0.657772
683.5,801.75,Epithelium,0.565899
725.0,800.5,Epithelium,0.58848
673.25,803.5,Epithelium,1.098581
830.0,801.25,Epithelium,0.959246
587.25,804.5,Epithelium,0.524183
644.75,805.25,Epithelium,1.750267
737.25,803.5,Epithelium,0.55401
502.5,803.75,Epithelium,0.63772
692.25,804.0,Epithelium,0.528197
634.25,805.0,Epithelium,1.137028
870.25,805.5,Epithelium,3.171789
520.75,805.75,Epithelium,0.66621
749.5,807.25,Epithelium,0.623288
837.75,806.0,Epithelium,0.727099
856.5,807.0,Epithelium,0.621014
828.0,809.5,Epithelium,0.95075
845.75,807.0,Epithelium,0.705651
562.5,807.75,Epithelium,0.955835
721.75,811.75,Epithelium,0.692214
773.75,808.75,Epithelium,0.418962
571.5,810.75,Epithelium,0.925794
641.75,811.75,Epithelium,1.314557
686.25,812.0,Epithelium,1.024809
781.25,810.0,Epithelium,0.302225
802.0,812.25,Epithelium,0.544553
509.5,813.75,Epithelium,1.0294
656.25,813.25,Epithelium,0.821146
697.5,814.25,Epithelium,1.019915
666.25,813.75,Epithelium,0.734086
763.5,815.0,Epithelium,0.777196
856.0,815.75,Epithelium,0.551121
824.5,814.5,Epithelium,1.146225
843.0,818.25,Epithelium,0.451531
561.5,815.75,Epithelium,0.743254
553.5,815.25,Epithelium,0.727327
672.75,814.75,Epithelium,1.036843
681.5,818.25,Epithelium,0.942806
878.0,425.25,Epithelium,1.132559
901.0,432.75,Epithelium,1.053456
913.25,434.0,Epithelium,2.258527
895.25,436.5,Epithelium,1.171808
883.0,437.5,Epithelium,0.77573
908.25,438.75,Epithelium,0.682652
953.0,440.25,Epithelium,0.523313
919.75,441.25,Epithelium,1.088404
968.25,448.25,Epithelium,0.563823
894.75,444.0,Epithelium,0.773601
946.25,443.25,Epithelium,0.461101
909.0,445.25,Epithelium,0.783243
923.5,448.0,Epithelium,0.763776
948.75,449.75,Epithelium,0.612598
909.25,451.5,Epithelium,0.938395
960.5,452.5,Epithelium,0.556344
977.75,453.0,Epithelium,0.693195
896.25,453.5,Epithelium,0.946376
919.5,452.5,Epithelium,0.842055
947.0,457.75,Epithelium,0.527154
985.25,454.75,Epithelium,0.622779
992.25,456.0,Epithelium,0.561485
886.75,457.0,Epithelium,0.531027
920.25,458.75,Epithelium,0.797051
965.0,459.75,Epithelium,0.633185
999.5,458.75,Epithelium,0.809257
929.5,464.0,Epithelium,0.617584
897.75,462.75,Epithelium,0.522997
972.0,463.25,Epithelium,0.638683
978.5,464.25,Epithelium,0.695574
988.25,463.5,Epithelium,0.725734
889.0,465.0,Epithelium,0.598995
982.25,465.75,Epithelium,0.86121
917.25,468.5,Epithelium,0.662838
952.25,467.25,Epithelium,0.350192
993.0,469.25,Epithelium,0.823643
957.75,469.0,Epithelium,0.57959
937.75,469.25,Epithelium,0.617487
944.75,468.75,Epithelium,0.634219
986.75,470.5,Epithelium,0.876709
899.0,471.75,Epithelium,0.7895
891.25,470.25,Epithelium,0.812175
915.0,477.25,Epithelium,0.628209
928.0,475.75,Epithelium,0.613324
945.75,475.75,Epithelium,0.432506
952.25,475.5,Epithelium,0.384356
894.0,477.0,Epithelium,0.728503
958.5,479.0,Epithelium,0.504387
939.5,479.0,Epithelium,0.584279
983.0,479.25,Epithelium,0.684215
993.0,479.5,Epithelium,0.807086
898.25,482.25,Epithelium,0.822236
952.0,484.25,Epithelium,0.413085
937.0,485.25,Epithelium,0.896305
996.0,486.25,Epithelium,0.745152
943.5,487.0,Epithelium,0.447425
962.25,488.0,Epithelium,0.401245
903.25,497.0,Epithelium,0.506306
973.5,491.25,Epithelium,0.567423
949.75,492.0,Epithelium,0.523438
939.75,496.5,Epithelium,0.71906
966.0,494.25,Epithelium,0.440743
912.25,494.5,Epithelium,0.758456
961.25,496.5,Epithelium,0.517316
922.25,497.0,Epithelium,0.672529
881.75,498.75,Epithelium,0.894986
953.75,504.5,Epithelium,0.627444
975.25,504.0,Epithelium,0.847112
929.5,503.75,Epithelium,0.932377
964.5,503.75,Epithelium,0.551246
918.5,506.5,Epithelium,0.677894
940.25,505.75,Epithelium,0.657482
964.0,509.25,Epithelium,0.722819
985.75,509.75,Epithelium,0.57573
940.0,513.25,Epithelium,0.498063
927.0,515.25,Epithelium,0.557594
967.25,514.0,Epithelium,0.559012
980.0,514.5,Epithelium,0.429652
887.25,519.75,Epithelium,0.567882
989.5,520.25,Epithelium,0.672717
877.0,519.25,Epithelium,0.561942
969.5,521.75,Epithelium,0.686212
982.0,520.5,Epithelium,0.592499
899.5,528.5,Epithelium,0.92482
927.25,529.5,Epithelium,0.801954
941.5,527.5,Epithelium,0.639419
996.75,526.5,Epithelium,0.730449
978.0,529.75,Epithelium,0.727099
888.75,530.5,Epithelium,0.790974
983.5,530.0,Epithelium,0.711206
991.0,529.0,Epithelium,0.837621
881.0,531.0,Epithelium,0.607942
981.75,538.25,Epithelium,0.742967
875.5,535.25,Epithelium,0.790244
992.25,538.5,Epithelium,0.79888
910.0,539.75,Epithelium,0.744048
899.25,543.25,Epithelium,0.751492
920.5,542.25,Epithelium,0.77695
913.0,544.75,Epithelium,0.696653
987.75,549.0,Epithelium,0.816511
998.75,548.25,Epithelium,0.726821
904.0,552.25,Epithelium,0.658383
914.0,552.0,Epithelium,0.44821
893.25,553.0,Epithelium,0.958984
940.5,553.75,Epithelium,0.455961
879.25,555.0,Epithelium,0.802071
998.75,556.5,Epithelium,0.583832
927.75,560.75,Epithelium,0.447802
910.0,561.5,Epithelium,0.501755
875.0,561.75,Epithelium,0.598376
884.75,561.75,Epithelium,0.533598
917.5,560.75,Epithelium,0.322307
997.25,561.25,Epithelium,0.42202
899.5,561.0,Epithelium,1.797316
945.75,562.5,Epithelium,0.295281
991.0,565.5,Epithelium,0.639931
887.0,567.25,Epithelium,0.40789
896.75,567.5,Epithelium,1.557699
907.75,566.5,Epithelium,5.241262
933.5,566.25,Epithelium,0.529181
940.25,566.75,Epithelium,0.464597
947.75,571.25,Epithelium,0.551596
900.5,573.25,Epithelium,1.175924
914.5,573.75,Epithelium,0.407947
907.75,576.75,Epithelium,1.163675
929.5,574.75,Epithelium,0.621237
988.25,575.25,Epithelium,0.696807
892.75,578.25,Epithelium,0.566053
955.25,581.0,Epithelium,1.004911
945.0,581.75,Epithelium,1.13968
891.5,583.0,Epithelium,0.543526
933.5,584.75,Epithelium,0.631168
998.5,589.0,Epithelium,1.207424
886.5,589.25,Epithelium,0.520392
963.5,587.0,Epithelium,0.890654
905.75,587.25,Epithelium,0.680456
958.0,591.25,Epithelium,0.980716
946.75,592.75,Epithelium,0.545268
939.5,591.75,Epithelium,0.518438
952.5,590.75,Epithelium,1.001584
875.5,595.5,Epithelium,0.636614
905.75,593.75,Epithelium,0.756985
967.75,597.5,Epithelium,1.164889
953.75,597.0,Epithelium,0.454645
883.5,602.75,Epithelium,0.550467
909.0,601.0,Epithelium,0.702031
951.5,601.0,Epithelium,0.456833
941.25,602.25,Epithelium,0.341217
974.5,602.75,Epithelium,0.674794
932.5,603.25,Epithelium,0.397106
875.0,603.75,Epithelium,0.565298
889.0,605.25,Epithelium,0.544176
946.0,605.0,Epithelium,0.358847
981.5,604.5,Epithelium,0.497597
955.25,607.25,Epithelium,0.299397
963.5,610.25,Epithelium,0.680131
971.5,610.25,Epithelium,0.755364
982.0,612.75,Epithelium,0.551817
939.0,610.5,Epithelium,0.459913
921.5,612.0,Epithelium,0.404373
932.0,613.5,Epithelium,0.739961
947.5,612.75,Epithelium,0.562184
956.75,614.25,Epithelium,0.4567
897.5,616.75,Epithelium,0.605862
891.75,617.25,Epithelium,1.21109
972.75,619.0,Epithelium,0.685186
989.25,617.25,Epithelium,0.608411
941.5,623.0,Epithelium,0.576131
953.75,621.75,Epithelium,0.628283
980.75,621.0,Epithelium,0.488902
913.0,620.25,Epithelium,0.600897
921.0,620.75,Epithelium,0.586067
906.25,622.0,Epithelium,0.412963
886.25,622.0,Epithelium,0.649471
968.5,623.5,Epithelium,0.855129
997.75,624.25,Epithelium,0.600416
895.5,625.0,Epithelium,1.019477
988.0,624.75,Epithelium,0.430896
878.25,628.25,Epithelium,0.554999
902.5,630.25,Epithelium,0.466516
977.75,627.0,Epithelium,0.479086
986.75,630.0,Epithelium,0.536558
886.0,631.75,Epithelium,2.174445
915.5,633.25,Epithelium,0.817229
928.0,633.75,Epithelium,0.683473
938.5,635.75,Epithelium,0.505052
900.5,642.75,Epithelium,1.17678
983.5,637.5,Epithelium,0.530503
976.0,635.25,Epithelium,0.569007
953.25,639.0,Epithelium,0.718317
888.5,639.25,Epithelium,1.371605
923.75,640.0,Epithelium,0.581349
993.0,640.25,Epithelium,0.516372
880.0,639.25,Epithelium,0.611083
930.5,644.75,Epithelium,0.592583
890.5,645.25,Epithelium,0.854467
912.25,644.0,Epithelium,0.564935
919.5,645.25,Epithelium,0.464283
883.5,644.5,Epithelium,0.64149
938.25,646.0,Epithelium,0.780804
944.25,647.5,Epithelium,0.616289
987.25,647.75,Epithelium,0.38517
878.75,651.0,Epithelium,0.534104
976.5,648.0,Epithelium,0.644146
886.75,651.25,Epithelium,0.618143
909.75,654.5,Epithelium,0.470591
940.75,656.0,Epithelium,0.753742
918.0,654.75,Epithelium,0.47579
989.25,654.5,Epithelium,0.430501
978.0,656.75,Epithelium,0.645147
961.5,655.75,Epithelium,0.686477
970.0,654.25,Epithelium,0.639227
953.0,655.25,Epithelium,0.725961
980.5,664.5,Epithelium,0.595375
992.75,662.25,Epithelium,0.587766
951.5,666.75,Epithelium,0.659991
970.0,663.5,Epithelium,0.738817
922.25,664.75,Epithelium,0.81166
962.75,666.25,Epithelium,0.864231
915.25,673.5,Epithelium,0.748009
903.75,671.25,Epithelium,0.486487
992.5,673.5,Epithelium,0.601619
895.0,677.5,Epithelium,0.640249
921.0,679.5,Epithelium,0.856128
902.0,680.25,Epithelium,0.847605
907.75,680.5,Epithelium,0.724195
888.25,680.0,Epithelium,0.552007
879.0,684.75,Epithelium,0.627742
999.5,685.5,Epithelium,0.979433
889.25,692.0,Epithelium,0.607685
915.5,687.25,Epithelium,0.658779
907.75,690.25,Epithelium,0.610676
924.25,688.5,Epithelium,0.578867
995.0,691.5,Epithelium,0.725528
928.5,691.75,Epithelium,0.60554
916.25,695.75,Epithelium,0.667887
878.75,697.5,Epithelium,0.633587
890.5,699.0,Epithelium,0.585769
930.5,700.5,Epithelium,0.653714
989.5,700.0,Epithelium,0.580478
895.25,701.0,Epithelium,0.572365
908.5,701.0,Epithelium,1.018409
982.75,703.0,Epithelium,0.482076
970.25,704.25,Epithelium,0.639853
919.25,706.5,Epithelium,1.027104
883.5,706.25,Epithelium,0.453945
973.0,708.5,Epithelium,0.544456
991.5,708.0,Epithelium,0.628628
896.0,710.25,Epithelium,0.637417
931.0,712.0,Epithelium,0.88051
909.25,710.0,Epithelium,1.032733
984.75,712.5,Epithelium,0.461524
880.0,714.0,Epithelium,0.494329
887.5,714.25,Epithelium,0.46161
908.0,717.25,Epithelium,0.575821
897.75,715.5,Epithelium,0.730505
970.5,718.75,Epithelium,0.542439
892.0,719.5,Epithelium,0.622341
977.0,719.75,Epithelium,0.417623
983.75,720.25,Epithelium,0.548992
898.25,722.5,Epithelium,0.613238
992.5,724.75,Epithelium,0.550149
964.25,723.0,Epithelium,0.911741
885.25,723.75,Epithelium,0.925538
981.0,726.5,Epithelium,0.706841
973.0,727.0,Epithelium,0.589878
912.0,726.75,Epithelium,0.472706
921.5,727.5,Epithelium,1.550081
900.5,730.75,Epithelium,0.793213
941.25,733.25,Epithelium,0.578051
888.5,733.25,Epithelium,0.877435
909.0,735.5,Epithelium,0.824803
952.5,732.0,Epithelium,0.57238
916.0,737.5,Epithelium,0.791927
960.25,732.5,Epithelium,1.623248
970.75,735.0,Epithelium,1.536986
979.25,736.0,Epithelium,0.807627
965.5,739.0,Epithelium,1.762074
954.75,742.0,Epithelium,0.845952
960.0,740.25,Epithelium,0.85819
899.75,743.0,Epithelium,0.454886
939.0,744.5,Epithelium,0.644356
973.75,743.25,Epithelium,3.883219
882.0,744.25,Epithelium,0.737797
891.0,745.0,Epithelium,0.615745
981.0,746.0,Epithelium,0.503487
931.25,746.0,Epithelium,0.455129
970.75,749.25,Epithelium,0.559391
907.75,746.0,Epithelium,0.403143
988.75,747.25,Epithelium,0.543222
998.0,747.5,Epithelium,0.441295
948.5,751.75,Epithelium,0.514121
915.5,750.5,Epithelium,0.459525
936.75,757.5,Epithelium,0.523137
909.25,753.5,Epithelium,0.456779
989.25,754.25,Epithelium,0.489663
998.0,755.25,Epithelium,0.521381
977.5,755.0,Epithelium,0.454547
981.5,757.75,Epithelium,0.439589
918.25,756.75,Epithelium,0.458978
928.25,755.75,Epithelium,0.421184
991.75,758.25,Epithelium,0.544504
955.0,757.25,Epithelium,0.596112
901.5,757.75,Epithelium,1.508714
959.0,760.25,Epithelium,0.768418
970.0,761.0,Epithelium,0.852114
924.5,762.25,Epithelium,0.426041
947.75,762.0,Epithelium,0.451805
908.75,763.5,Epithelium,0.450696
933.0,763.75,Epithelium,0.5374
917.25,768.75,Epithelium,0.547532
987.25,768.75,Epithelium,0.583134
897.25,767.5,Epithelium,0.497983
947.25,771.0,Epithelium,0.748805
924.25,770.5,Epithelium,0.617276
881.5,774.0,Epithelium,1.309861
966.0,768.75,Epithelium,0.713153
957.5,770.25,Epithelium,0.361305
912.5,773.75,Epithelium,0.530912
982.0,775.5,Epithelium,0.497296
940.0,773.75,Epithelium,0.581196
963.0,776.25,Epithelium,0.699558
901.25,777.0,Epithelium,0.523225
952.25,776.25,Epithelium,0.657242
892.0,779.75,Epithelium,0.82522
908.25,777.75,Epithelium,0.520263
960.25,780.0,Epithelium,0.523846
887.0,779.5,Epithelium,0.821482
989.0,783.5,Epithelium,0.83674
999.5,781.25,Epithelium,0.677378
936.75,781.25,Epithelium,0.637808
916.25,780.5,Epithelium,0.550227
965.0,786.0,Epithelium,0.557909
954.75,786.25,Epithelium,0.738633
903.0,786.5,Epithelium,0.793064
931.75,784.5,Epithelium,0.751982
975.0,785.5,Epithelium,0.757462
917.75,790.0,Epithelium,0.854158
912.5,788.0,Epithelium,0.599027
877.75,787.25,Epithelium,0.456079
926.75,789.5,Epithelium,1.040091
940.25,788.75,Epithelium,0.565634
933.5,793.75,Epithelium,0.695207
956.75,796.5,Epithelium,0.518469
978.25,792.5,Epithelium,0.772751
875.25,795.25,Epithelium,0.639663
940.75,797.25,Epithelium,0.518744
950.75,797.0,Epithelium,0.734547
965.25,797.75,Epithelium,0.626377
974.0,798.25,Epithelium,0.752186
993.0,799.0,Epithelium,0.500862
968.75,803.25,Epithelium,0.634488
977.5,805.25,Epithelium,0.593713
972.75,807.5,Epithelium,0.605444
954.75,809.0,Epithelium,0.536629
966.0,810.0,Epithelium,0.468738
971.5,814.25,Epithelium,0.416145
978.75,815.75,Epithelium,0.630107
13.25,821.25,Epithelium,0.875648
22.75,824.25,Epithelium,0.906814
32.75,825.75,Epithelium,0.727681
1.25,828.25,Epithelium,0.740416
9.5,829.0,Epithelium,0.735669
14.5,835.0,Epithelium,0.642746
28.0,836.5,Epithelium,0.72694
5.25,840.25,Epithelium,0.742561
18.5,843.0,Epithelium,0.489301
26.5,848.75,Epithelium,0.585657
10.0,844.5,Epithelium,0.449228
68.0,852.25,Epithelium,0.586528
9.5,853.75,Epithelium,0.759536
18.25,853.5,Epithelium,0.645566
32.5,858.0,Epithelium,0.588673
55.5,858.25,Epithelium,0.653694
22.25,862.5,Epithelium,0.629217
73.5,866.25,Epithelium,0.484498
37.75,864.5,Epithelium,0.610145
0.0,864.75,Epithelium,0.57934
46.5,870.75,Epithelium,0.652833
14.5,867.0,Epithelium,0.634318
30.25,868.75,Epithelium,0.677421
62.0,868.0,Epithelium,0.54867
4.5,869.0,Epithelium,0.497094
20.25,872.25,Epithelium,0.457517
12.75,879.5,Epithelium,0.34544
37.5,874.5,Epithelium,0.767905
26.0,874.5,Epithelium,0.464846
32.0,878.25,Epithelium,0.635542
55.75,877.5,Epithelium,0.65095
22.0,883.5,Epithelium,0.535376
41.75,884.75,Epithelium,0.847076
56.5,885.25,Epithelium,0.77228
46.5,892.75,Epithelium,0.929497
36.75,895.5,Epithelium,0.706727
0.75,895.25,Epithelium,0.912324
10.5,896.0,Epithelium,0.497793
20.5,898.5,Epithelium,0.551581
27.75,902.5,Epithelium,0.459805
35.75,905.75,Epithelium,0.596556
24.75,915.5,Epithelium,0.654617
9.5,912.5,Epithelium,0.497383
36.5,916.25,Epithelium,0.582151
65.5,922.25,Epithelium,2.154284
69.25,929.5,Epithelium,1.5407
43.25,929.5,Epithelium,0.790851
30.5,928.25,Epithelium,0.734314
53.0,928.0,Epithelium,1.369169
60.0,929.0,Epithelium,1.77418
61.75,937.5,Epithelium,1.504229
50.5,936.0,Epithelium,1.268359
0.5,939.5,Epithelium,0.645065
57.25,939.75,Epithelium,1.11117
43.75,943.25,Epithelium,1.138309
51.75,944.25,Epithelium,0.843902
74.25,945.5,Epithelium,1.211919
47.5,951.25,Epithelium,0.778205
72.75,953.0,Epithelium,0.902109
44.25,955.25,Epithelium,0.798532
59.5,955.75,Epithelium,0.580619
70.75,958.75,Epithelium,0.451941
13.25,962.75,Epithelium,1.170251
7.75,969.5,Epithelium,1.269467
16.5,971.25,Epithelium,0.775846
27.5,972.25,Epithelium,0.866089
40.25,975.0,Epithelium,0.641581
73.0,973.0,Epithelium,0.662392
15.5,984.75,Epithelium,0.673448
5.25,982.0,Epithelium,0.917299
73.0,985.25,Epithelium,0.450425
25.5,985.5,Epithelium,0.694686
29.75,989.0,Epithelium,0.534168
7.5,993.5,Epithelium,0.805097
74.0,996.0,Epithelium,0.504497
60.25,997.25,Epithelium,0.501799
18.25,998.5,Epithelium,0.354344
456.25,820.0,Epithelium,0.871048
240.25,822.75,Epithelium,0.864049
373.0,819.0,Epithelium,0.945913
207.25,820.0,Epithelium,0.57601
327.0,819.75,Epithelium,0.523729
107.75,821.5,Epithelium,0.524466
218.5,821.0,Epithelium,0.64532
251.0,822.5,Epithelium,0.627837
301.75,819.75,Epithelium,0.453585
97.0,821.5,Epithelium,0.422384
307.75,823.0,Epithelium,0.419782
317.0,823.5,Epithelium,0.344625
292.5,822.75,Epithelium,0.623529
366.5,824.25,Epithelium,0.63953
130.25,825.0,Epithelium,1.102214
340.75,825.25,Epithelium,1.117991
275.75,824.5,Epithelium,0.625094
471.25,824.25,Epithelium,1.123048
116.5,823.75,Epithelium,0.700013
171.5,830.5,Epithelium,0.543174
91.75,827.0,Epithelium,0.70883
262.75,825.5,Epithelium,0.472636
331.0,831.25,Epithelium,0.52539
228.25,828.0,Epithelium,0.840498
297.5,828.75,Epithelium,0.39002
206.75,830.25,Epithelium,0.786182
220.75,828.25,Epithelium,0.709799
236.5,829.75,Epithelium,1.128529
305.25,829.75,Epithelium,0.291902
363.25,830.5,Epithelium,0.716929
117.75,830.5,Epithelium,0.776244
85.75,829.5,Epithelium,0.864123
109.5,831.75,Epithelium,0.504317
263.25,832.75,Epithelium,0.450808
460.75,831.0,Epithelium,0.749667
101.75,831.75,Epithelium,0.581666
284.25,832.5,Epithelium,0.657844
136.75,836.0,Epithelium,0.687846
150.75,833.25,Epithelium,0.473987
259.5,840.5,Epithelium,0.818155
349.25,835.75,Epithelium,0.933765
314.25,835.0,Epithelium,0.553555
247.5,837.75,Epithelium,1.192115
338.5,836.0,Epithelium,1.13451
377.75,836.25,Epithelium,0.811875
238.0,837.75,Epithelium,0.523495
470.0,836.75,Epithelium,1.070719
304.5,837.25,Epithelium,0.573349
318.25,837.0,Epithelium,1.23345
367.5,839.25,Epithelium,0.874721
462.75,838.5,Epithelium,0.668641
272.0,838.0,Epithelium,0.7154
81.5,841.25,Epithelium,0.969573
358.75,839.25,Epithelium,0.935574
102.0,845.25,Epithelium,0.931706
156.0,839.5,Epithelium,1.039061
300.75,842.0,Epithelium,0.752376
127.25,842.25,Epithelium,0.570632
149.5,844.0,Epithelium,0.839563
382.75,842.0,Epithelium,0.592946
328.75,844.0,Epithelium,0.320615
281.75,846.75,Epithelium,0.585295
316.75,845.75,Epithelium,1.827004
339.5,844.25,Epithelium,0.680196
375.25,845.5,Epithelium,0.911642
364.75,851.0,Epithelium,1.095506
164.75,844.0,Epithelium,1.273459
349.25,846.75,Epithelium,1.006696
181.5,847.75,Epithelium,0.997766
159.0,848.5,Epithelium,0.991689
308.25,851.0,Epithelium,0.962458
356.0,847.75,Epithelium,1.122359
83.25,850.25,Epithelium,0.572571
323.5,850.25,Epithelium,0.391909
385.5,849.75,Epithelium,1.13416
193.5,855.0,Epithelium,0.972571
129.5,851.75,Epithelium,0.608786
302.75,852.25,Epithelium,0.376387
165.25,851.75,Epithelium,0.92295
174.25,851.75,Epithelium,1.124456
338.25,855.5,Epithelium,0.462528
351.5,856.0,Epithelium,0.845592
378.0,855.75,Epithelium,0.914171
77.75,854.75,Epithelium,0.667433
